ranking,,global_ranking,school_name,country,area,subject_score,global_score,enrollment,url
163,gastroenterology-hepatology,860,Southern Medical University - China,China,Guangzhou,33,41.8,N/A,https://www.usnews.com/education/best-global-universities/southern-medical-university-china-529257
164,gastroenterology-hepatology,579,National Yang Ming Chiao Tung University,Taiwan,Hsinchu,32.8,48.8,"16,425",https://www.usnews.com/education/best-global-universities/national-yang-ming-chiao-tung-university-529781
165,gastroenterology-hepatology,432,Universita degli Studi di Bari Aldo Moro,Italy,Bari,32.4,53.6,"42,689",https://www.usnews.com/education/best-global-universities/universita-degli-studi-di-bari-aldo-moro-505560
166,gastroenterology-hepatology,140,Kyoto University,Japan,Kyoto,32.2,66.9,N/A,https://www.usnews.com/education/best-global-universities/kyoto-university-505388
167,gastroenterology-hepatology,300,University of Duisburg Essen,Germany,Essen,32.2,58.2,N/A,https://www.usnews.com/education/best-global-universities/university-of-duisburg-essen-505327
168,gastroenterology-hepatology,593,Peking Union Medical College,China,Beijing,30.6,48.4,N/A,https://www.usnews.com/education/best-global-universities/peking-union-medical-college-529794
169,gastroenterology-hepatology,167,University of Utah,United States,Salt Lake City,30.2,65.4,"30,967",https://www.usnews.com/education/best-global-universities/university-of-utah-230764
170,gastroenterology-hepatology,165,Oregon Health & Science University,United States,Portland,29.7,65.5,N/A,https://www.usnews.com/education/best-global-universities/oregon-health-science-university-209490
171,gastroenterology-hepatology,835,Chiba University,Japan,Chiba-shi,29.4,42.3,N/A,https://www.usnews.com/education/best-global-universities/chiba-university-503793
172,gastroenterology-hepatology,"1,581",Kyoto Prefectural University of Medicine,Japan,Kyoto,29.3,26,N/A,https://www.usnews.com/education/best-global-universities/kyoto-prefectural-university-of-medicine-529120
173,gastroenterology-hepatology,615,Medical College of Wisconsin,United States,Milwaukee,28.7,48,N/A,https://www.usnews.com/education/best-global-universities/medical-college-of-wisconsin-239169
174,gastroenterology-hepatology,432,Medical University of South Carolina,United States,Charleston,28.6,53.6,N/A,https://www.usnews.com/education/best-global-universities/medical-university-of-south-carolina-218335
175,gastroenterology-hepatology,"1,190",Catholic University of Korea,South Korea,Bucheon,28.4,34.5,N/A,https://www.usnews.com/education/best-global-universities/catholic-university-of-korea-504494
176,gastroenterology-hepatology,547,Chulalongkorn University,Thailand,Bangkok,28,49.8,"34,095",https://www.usnews.com/education/best-global-universities/chulalongkorn-university-505636
177,gastroenterology-hepatology,"1,113",China Medical University,China,Shenyang,27.9,36.3,N/A,https://www.usnews.com/education/best-global-universities/china-medical-university-506215
178,gastroenterology-hepatology,286,Osaka University,Japan,Suita,27.7,59,"22,485",https://www.usnews.com/education/best-global-universities/osaka-university-505864
179,gastroenterology-hepatology,63,University of Wisconsin Madison,United States,Madison,27.5,73.8,"40,701",https://www.usnews.com/education/best-global-universities/university-of-wisconsin-madison-240444
180,gastroenterology-hepatology,134,University of Sheffield,United Kingdom,Sheffield,26.5,67.3,"27,840",https://www.usnews.com/education/best-global-universities/university-of-sheffield-503922
181,gastroenterology-hepatology,219,Xi'an Jiaotong University,China,Xi'an,26.5,61.9,"44,942",https://www.usnews.com/education/best-global-universities/xian-jiaotong-university-503987
182,gastroenterology-hepatology,"1,233",Juntendo University,Japan,Tokyo,25.6,33.7,N/A,https://www.usnews.com/education/best-global-universities/juntendo-university-502999
183,gastroenterology-hepatology,123,Nanjing University,China,Nanjing,24.4,68.2,"36,426",https://www.usnews.com/education/best-global-universities/nanjing-university-503849
184,gastroenterology-hepatology,385,Zhengzhou University,China,Zhengzhou,24.3,54.9,N/A,https://www.usnews.com/education/best-global-universities/zhengzhou-university-502623
185,gastroenterology-hepatology,507,China Medical University Taiwan,Taiwan,Taichung,24.1,51,"7,284",https://www.usnews.com/education/best-global-universities/china-medical-university-taiwan-503180
186,gastroenterology-hepatology,290,Korea University,South Korea,Seoul,22.1,58.9,N/A,https://www.usnews.com/education/best-global-universities/korea-university-505391
187,gastroenterology-hepatology,"1,085",Osaka Metropolitan University,Japan,Osaka,21.7,36.9,"15,782",https://www.usnews.com/education/best-global-universities/osaka-metropolitan-university-530032
